,aspects,terms,text
2207,['anecdotes/miscellaneous'],['dinner'],Had a late night dinner on a Saturday night.
2208,"['food', 'service', 'ambience']","['food', 'service', 'atmosphere']",A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
2209,['food'],['sake martini'],Their sake martini is wonderful.
2210,['ambience'],['place'],"Well, this place is so Ghetto its not even funny."
2211,['anecdotes/miscellaneous'],[],Bravissimo !!
2212,['anecdotes/miscellaneous'],['Gnochi'],Once they ran out of Gnochi and made it for me from scratch!
2213,['anecdotes/miscellaneous'],['dining'],We would like to thank Marcelo and Grace for a wonderful dining experience!!!
2214,"['service', 'anecdotes/miscellaneous']",['service'],"Found service above average, but that could be because we were 13 of us."
2215,['anecdotes/miscellaneous'],[],"When I arrived at Orsay I was thrown back, in a veyr good sense."
2216,['food'],['Bagels'],"Bagels are ok, but be sure not to make any special requests!"
2217,['anecdotes/miscellaneous'],[],"This is the Cheers of New York, whether you've ever been there or not."
2218,['anecdotes/miscellaneous'],[],It's to die for!
2219,['ambience'],[],Cute and decorative.
2220,['ambience'],[],"I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable."
2221,['food'],['quality'],fine dining restaurant quality.
2222,"['anecdotes/miscellaneous', 'price']",['price'],Overall a disappointing experience for that price category.
2223,['anecdotes/miscellaneous'],['lunch buffet'],"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood."
2224,['food'],['food'],The food was exceptional.
2225,['anecdotes/miscellaneous'],[],You will be satisfied.
2226,['anecdotes/miscellaneous'],[],Another great place to take out-of-towners!
2227,['anecdotes/miscellaneous'],[],"But, hey, there is anything better with a decent vegetarian selection in Astoria."
2228,['anecdotes/miscellaneous'],[],We were less than impressed.
2229,['anecdotes/miscellaneous'],"['rice', 'dinner']",A Thai restaurant out of rice during dinner?
2230,['anecdotes/miscellaneous'],[],but still my date was bad
2231,['anecdotes/miscellaneous'],[],Would definitely go back again.
2232,['anecdotes/miscellaneous'],[],I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
2233,['food'],"['portions', 'food']",The portions are small but being that the food was so good makes up for that.
2234,['service'],['serve'],(and I have eaten my share) Which impresses me for having such a large amount of people to serve.
2235,['ambience'],['setting'],"Sure, the setting is nice."
2236,['anecdotes/miscellaneous'],[],Overall a worthwhile experience.
2237,"['food', 'service', 'price']","['service', 'food', 'prices']","The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
2238,"['food', 'price']","['appetizer', 'entrees', 'cokes', 'bill']","Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
2239,['anecdotes/miscellaneous'],[],"It's really a takeaway place, I wouldn't sit if I could take it home."
2240,['anecdotes/miscellaneous'],[],THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!
2241,['food'],"['drumsticks over rice', 'sour spicy soup']",Best drumsticks over rice and sour spicy soup in town!
2242,['ambience'],[],Some of the finest latin women you'll see in your life hang out at Jimmy's.
2243,"['food', 'price']",['wines'],Slightly above average wines start at $70+ with only one selection listed at $30+.
2244,['food'],"['whitefish salad', 'whitefish', 'mayo']",Their whitefish salad is excellent--all whitefish with a little mayo.
2245,['price'],"['price', 'congee', 'noodles', 'rice dishes']","And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
2246,['service'],[],"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything."
2247,['anecdotes/miscellaneous'],[],I had a great experience.
2248,['food'],"['chicken parm', 'chicken with portobello mushrooms', 'chicken', 'tomato sauce', 'pasta', 'sauce']","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce."
2249,['anecdotes/miscellaneous'],['meal'],I recommend this place to everyone who asks me where to go for a good meal.
2250,['service'],"['waitresses', 'counter service']",The waitresses are nice--also you can just get counter service sit.
2251,['service'],"['staff member', 'bar', 'guy']",The only friendly staff member was the guy at the bar.
2252,['anecdotes/miscellaneous'],[],"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's."
2253,['anecdotes/miscellaneous'],[],Go for it!
2254,['anecdotes/miscellaneous'],[],Highly recommended.
2255,"['food', 'anecdotes/miscellaneous', 'price']","['food', 'prices']","You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
2256,['service'],['service'],Won't or Can't is not in the service directory.
2257,['service'],['staff'],I cannot imagine a friendlier staff working in a restaurant.
2258,"['anecdotes/miscellaneous', 'ambience']",['upstairs'],I do suggest to ask to be seated upstairs if you are looking to be a little cozy.
2259,['anecdotes/miscellaneous'],[],"To speak of the Park Side, words can not describe."
2260,['food'],"['red curry', 'pad thai', 'rice', 'seafood']","The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy."
2261,"['food', 'price']","['wine list', 'meal', 'priced']",The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
2262,['food'],['Saul'],"Saul is pretty good, but definitely not great."
2263,"['food', 'anecdotes/miscellaneous']",['food'],"I would recommend Roxy's for that, but not for their food."
2264,['anecdotes/miscellaneous'],['appetizers'],We always get a sampling of appetizers and share.
2265,"['anecdotes/miscellaneous', 'price']","['Price', 'Quality']","Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio)."
2266,['anecdotes/miscellaneous'],"['table', 'dinner']","It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up."
2267,['food'],['pad penang'],Their pad penang is delicious and everything else is fantastic.
2268,"['food', 'ambience']","['food', 'walls']","The puke green walls leave a lot to be desired, but the food is very good."
2269,['food'],['flavors'],"The flavors are very fresh and pretty inobtrusive, nothing flashy."
2270,['service'],['people'],"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
2271,['food'],"['hanger steak', 'tuna']",The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
2272,['price'],[],But $1 for each small piece???
2273,['anecdotes/miscellaneous'],['pizza'],"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant."
2274,['food'],['lunch food'],big and soft as well as good lunch food.
2275,"['anecdotes/miscellaneous', 'food']","['food', 'food']","No food snobs allowed, this place is for people who appreciate good food."
2276,['food'],"['food', 'quasi-thai']",I liked the food at this quasi-thai restaurant.
2277,['food'],"['salad', 'fast food']",By far the best salad I have had in a fast food restaurant.
2278,['anecdotes/miscellaneous'],[],Suan is a great place that I often take my friends (classmates) too.
2279,['anecdotes/miscellaneous'],[],Not a great place for family or general dining.
2280,['food'],['bar'],"As for the bar, this is another bad idea."
2281,['food'],"['bagels', 'bagel']","Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
2282,['food'],['bagels'],"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for."
2283,['anecdotes/miscellaneous'],[],I thought going to Jimmys would give me a real Domincan exprience.
2284,['food'],['barebecued salmon'],The barebecued salmon is elegantly spiced and not at all dry.
2285,['anecdotes/miscellaneous'],['owner'],"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave."
2286,['food'],['portions'],What generous portions!
2287,['food'],"['workers', 'bagel', 'cream cheese']",The workers there also absolutely load the bagel with cream cheese (gets a little messy).
2288,['anecdotes/miscellaneous'],[],I was wrong.
2289,"['food', 'service']","['wine', 'service']",The wine the service was very good too.
2290,"['food', 'ambience']",['menu'],"So, the menu is written in chalk above your head and it all sounds delicious."
2291,['food'],['chai tea'],The highly spiced chai tea was great too.
2292,['anecdotes/miscellaneous'],[],No plans to return anytime soon.
2293,['food'],['food'],"I have been there many times, and food is good and consistent."
2294,['food'],['Spicy Tuna hand rolls'],"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even."
2295,['ambience'],[],There is not a single place in Chinatown where you have a nice neighborhood feeling like here.
2296,"['food', 'ambience']","['food', 'ambiance', 'decor']","While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for."
2297,"['anecdotes/miscellaneous', 'ambience']",['atmosphere'],I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.
2298,['anecdotes/miscellaneous'],[],I just do not understand what the fuss is all about.
2299,['food'],['meat dishes'],The meat dishes were only so-so.
2300,"['service', 'ambience']","['hostess', 'atmosphere']","His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious."
2301,['anecdotes/miscellaneous'],[],"We liked it so much, that we will always make it a point to dine here when we visit New York."
2302,['food'],"['menu', 'brassiere food']","The menu consisted of standard brassiere food, better then places like Balthazar etc."
2303,"['anecdotes/miscellaneous', 'food']","['food', 'quality']","I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal."
2304,['ambience'],['atmosphere'],"But the best part about LS is the late night atmosphere, delightfully free of the BTs."
2305,['anecdotes/miscellaneous'],[],For an untrendy rip-off- eat here.
2306,['food'],[],And you're hungry a few hours later.
2307,['anecdotes/miscellaneous'],[],I can't wait to go back.
2308,['anecdotes/miscellaneous'],[],I HATE HATE HATE this place.
2309,"['anecdotes/miscellaneous', 'service']",['Manager'],We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
2310,['service'],['staff'],The staff there is very attentive and down to earth.
2311,"['food', 'service', 'ambience']","['service', 'food', 'atmosphere']","You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place."
2312,['service'],"['service', 'server']","The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either."
2313,['price'],"['prix fix', 'three course meal', 'glasses of wine', 'course']",Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.
2314,['anecdotes/miscellaneous'],[],Wonderful!
2315,['service'],['water'],It took them 15 minutes to put water in our glasses.
2316,['service'],"['service', 'place']",The service is descent even when this small place is packed.
2317,['food'],['sushi'],This is the best sushi in new york city - hands down.
2318,['anecdotes/miscellaneous'],[],Go hungry and enjoy.
2319,['anecdotes/miscellaneous'],['pizza'],I have eaten a lot of pizza here.
2320,['anecdotes/miscellaneous'],[],This place is worth an one-hour drive.
2321,"['food', 'price']",['ingredients'],Great value for the quality ingredients.
2322,"['food', 'price']",['Thali'],"The Thali was small, thoroughly unremarkable, and $14.95."
2323,['food'],['sushi'],The sushi is also great!
2324,['food'],"['chef app', 'delicate butternut squash ravioli in a delicious truffle sauce', 'buttery and tender langostine entree', 'dessert', 'Cakebread Cabernet']",From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.
2325,['service'],['waiter'],Truly the mark of an attentive waiter.
2326,"['food', 'service']",['food'],"The food here is rather good, but only if you like to wait for it."
2327,['food'],"['cheesecake', 'pastries']",I got an excellent piece of cheesecake and we had several other nice pastries.
2328,['service'],"['staff', 'bar', 'drinks', 'menu']","The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations."
2329,['food'],"['makhani', 'korma']",The makhani was OK --the korma was bland.
2330,['food'],['food'],The food is inventive but still keeps traditional indian flavoring.
2331,['anecdotes/miscellaneous'],[],All I can say is WOW!
2332,"['service', 'ambience']",['service'],"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele."
2333,['ambience'],"['decor', 'place']","The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse."
2334,"['anecdotes/miscellaneous', 'ambience']",['place'],This is a cute place and could be good but they need to get their act together.
2335,['food'],['lox'],The lox is always fresh too.
2336,['service'],[],"Sure enough, exactly 30 minutes later we got the call and were seated promptly."
2337,['service'],['Service'],Service was very friendly.
2338,"['food', 'anecdotes/miscellaneous']",['thai food'],So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.
2339,['food'],"['Food', 'fish']",Food was OK - fish was cooked well.
2340,"['anecdotes/miscellaneous', 'food']",['chinese food'],We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.
2341,['food'],"['foie gras terrine with figs', 'duck confit']",The duck confit is always amazing and the foie gras terrine with figs was out of this world.
2342,['service'],['staff'],"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
2343,['service'],['service'],The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.
2344,['food'],"['choices', 'reservations', 'food', 'menu']","I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
2345,['service'],"['staff', 'service']",The staff offers impeccable service.
2346,"['anecdotes/miscellaneous', 'price']",[],The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!
2347,['food'],"['Gulab Jamun (dessert)', 'waiter']",We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
2348,['anecdotes/miscellaneous'],[],wont come back again for sure!
2349,['anecdotes/miscellaneous'],[],i went to utsav about a yr ago with my family.
2350,"['food', 'price']","['price', 'freshness', 'value', 'quality']","This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
2351,['ambience'],['place'],"The place is sleek, modern and playfull and i will return again frequently."
2352,"['price', 'food']","['food', 'wine', 'prices']","I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
2353,['food'],"['brioche and lollies', 'meal']",The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
2354,"['anecdotes/miscellaneous', 'service']",['2-person table'],"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table."
2355,['price'],['bill'],And the bill was outragous.
2356,"['food', 'service', 'price']","['service', 'food', 'wine list', 'priced']","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
2357,['service'],['wait staff'],"Kind, attentive wait staff."
2358,['anecdotes/miscellaneous'],[],Bon appettite!!
2359,['food'],['Salads'],Salads were fantastic.
2360,"['food', 'service']","['owners', 'employees', 'pizza']",The owners and employees are friendly and their pizza is fantastic.
2361,['anecdotes/miscellaneous'],[],"La Rosa waltzes in, and I think they are doing it the best."
2362,['food'],"['food', 'mussels in spicy tomato sauce', 'fries']","The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
2363,['food'],['food'],The food is authentic Italian - delicious!
2364,['anecdotes/miscellaneous'],[],"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots."
2365,['food'],['dessert'],skip dessert.
2366,"['anecdotes/miscellaneous', 'price']",[],We spent $200 in this place and left hungry and very disappointed.
2367,['anecdotes/miscellaneous'],[],It is simply amazing.
2368,['anecdotes/miscellaneous'],['bagel'],I complete the total bagel experience by having it lightly toasted.
2369,['service'],['servers'],It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.
2370,['anecdotes/miscellaneous'],[],I liked this place the first time but doubt I will ever return.
2371,"['service', 'ambience']","['service', 'ambience']",The service is good and ambience is good for a date or group outing.
2372,['anecdotes/miscellaneous'],['case of snapple'],A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.
2373,['food'],['food'],It's all about the food !!
2374,['service'],['service'],Fast service.
2375,['anecdotes/miscellaneous'],[],"Skip this restaurant, it's a big disappointment."
2376,['service'],"['staff', 'bar']","The staff is excellent, specjal: that girl behind the bar, european chic."
2377,['food'],"['chicken', 'beef', 'lamb dishes']","stick with the chicken, beef, and lamb dishes."
2378,['service'],"['service', 'food']","The service was bad, the food took to forever to come, we sat on the upper level."
2379,['food'],"['quality', 'care', 'food', 'specials']","We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident."
2380,['ambience'],[],ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).
2381,['ambience'],['decor'],"The decor is nice, but more casual than fine dining."
2382,"['anecdotes/miscellaneous', 'price']",['priced'],This restaurant is a wonderful place to go many times and it is reasonably priced.
2383,['anecdotes/miscellaneous'],[],"Bravo, Blue Hill!"
2384,['anecdotes/miscellaneous'],[],"Conveniently located too, being right on Bedford ave."
2385,['anecdotes/miscellaneous'],[],My friends and I came across this place while walking in the village.
2386,"['food', 'service']","['food', 'service']","Bottom line: B+ for the food, F for the service."
2387,['service'],['waiters'],The only thing the waiters don't do for you is wipe your chin when you leave.
2388,['anecdotes/miscellaneous'],[],This place is to be avoided.
2389,"['food', 'price']","['noodles', 'dimsum']","Stick to dimsum, not super overpriced noodles."
2390,"['service', 'ambience']","['service', 'view']",The service is fine and they allow you to enjoy the view.
2391,['anecdotes/miscellaneous'],[],My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.
2392,['service'],['staff'],"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude."
2393,['anecdotes/miscellaneous'],[],"At 6:30, we were the third party there."
2394,"['food', 'ambience']","['food', 'atmosphere']",delicious simple food in nice outdoor atmosphere.
2395,['anecdotes/miscellaneous'],[],I will definetly be going back.
2396,['anecdotes/miscellaneous'],[],"No, really."
2397,"['food', 'price']",['food'],"The food is good, but very expensive for the casualness of it."
2398,['price'],['prices'],The only fallback on this restaurant is the prices.
2399,['anecdotes/miscellaneous'],['dinner'],I've been to Naples 45 for dinner twice.
2400,['food'],"['soup', 'pepper']",The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.
2401,['ambience'],[],i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).
2402,['food'],['sushimi cucumber roll'],Try sushimi cucumber roll.
2403,['anecdotes/miscellaneous'],[],I'm saving up for my next visit.
2404,['food'],['food'],The food is delicious.
2405,"['food', 'price']","['wines by the glass', 'wine']",Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
2406,"['service', 'ambience']","['place', 'ambience', 'staff']",This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
2407,['anecdotes/miscellaneous'],[],Amma is nothing special.
2408,"['anecdotes/miscellaneous', 'food']",['salt'],Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.
2409,['anecdotes/miscellaneous'],['sushi'],"believe us, we've been eating sushi for over 15 yrs."
2410,['anecdotes/miscellaneous'],[],"Worth it for a special occasion, or any time!"
2411,['ambience'],['atmosphere'],The atmosphere is much better than Sripraphai (more modern and sleek).
2412,['anecdotes/miscellaneous'],[],I recommend to anyone who wants to dress up and impress the lady.
2413,"['food', 'service']","['food', 'service']","The food is outstanding and the service is quick, friendly and very professional."
2414,['food'],['bagels'],"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
2415,['anecdotes/miscellaneous'],['dinner'],"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one."
2416,['anecdotes/miscellaneous'],[],"Been there, done that, and New York, it's not that big a deal."
2417,['anecdotes/miscellaneous'],[],Definitely a once a year treat that I look forward to around the holidays!
2418,['service'],['Service'],Service is fast and friendly.
2419,['anecdotes/miscellaneous'],['staff'],from an English speaking staff.
2420,['ambience'],[],"Anyhow, we were able to sit as long as we wanted and chat, which was nice."
2421,['food'],"['potato chips', 'bar']",And they have these home made potato chips at the bar that are the most delicious things in the world!
2422,['anecdotes/miscellaneous'],[],A defitely must visit.
2423,['food'],['portions'],My husband and I enjoyed each of the 6 taste size portions and left completely full.
2424,"['anecdotes/miscellaneous', 'service']",['table'],"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
2425,['food'],"[""pasta entre'es""]","We all ate pasta entre'es, which were great."
2426,['anecdotes/miscellaneous'],[],My friends and I showed up on a Sat.
2427,['food'],"['steak', 'butter', 'flavor', 'meat']",The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
2428,['anecdotes/miscellaneous'],[],great experience overall.
2429,['ambience'],[],PERFECT FOR DATES!
2430,"['food', 'price']",['food'],The food was boring and expensive.
2431,['ambience'],"['ambience', 'lunch']","The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
2432,['food'],"['menu', 'rolls', 'dishes']",Terrific menu full of unique rolls and special dishes.
2433,['service'],['service'],The service is ok but could be better.
2434,"['food', 'ambience']","['food', 'drinks', 'atmosphere']","We love the food, drinks, and atmosphere!"
2435,"['anecdotes/miscellaneous', 'service']",['customer service'],I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
2436,['anecdotes/miscellaneous'],[],(I've ordered from the 2nd ave.
2437,['service'],[],"Nothing against a good sales call, but the tactics at Amma are just too obvious."
2438,['anecdotes/miscellaneous'],"['place', 'oyster', 'Fish']","Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
2439,"['service', 'anecdotes/miscellaneous']","[""maitre d'""]","Took my mom for Mother's Day, and the maitre d' was pretty rude."
2440,['anecdotes/miscellaneous'],"['sushi bar', 'chef', 'ala carte']",My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
2441,"['food', 'service', 'ambience']","['vibe', 'service', 'food']","The vibe is very relaxed and cozy, service was great and the food was excellent!"
2442,['ambience'],['table'],"If the weather is nice, try to snag an outside table."
2443,"['food', 'price']",['quality'],"If you are looking for a good quality, cheap eats - this is the place."
2444,['price'],[],"However, for what we spent, overall, it just was not up to par."
2445,"['service', 'ambience']","['service', 'atmosphere']",The service was friendly and the atmosphere was casual.
2446,['anecdotes/miscellaneous'],[],A friend from Seattle and I went on a Thursday night around 8:30.
2447,['food'],['bagels'],When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
2448,['food'],"['Pad See Ew', 'Pork Chops', 'Tofu plates']","I recommend their Pad See Ew, Pork Chops or Tofu plates."
2449,"['food', 'price']","['taste', 'quantity']",Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
2450,['food'],"['bartender', 'food', 'drinks', 'steak with portobello mushrooms', 'bar']","this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
2451,['service'],['service'],The service was excellent - friendly and attentive.
2452,['food'],"['main course', 'portion']","The main course had an average portion, and was decent overall."
2453,"['anecdotes/miscellaneous', 'ambience', 'service']","['reservation', 'cocktails', 'surroundings']",20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
2454,['anecdotes/miscellaneous'],[],"Just remember, the later you go, the longer you may have to wait."
2455,['service'],['Waitstaff'],"Waitstaff is great, very attentive."
2456,['anecdotes/miscellaneous'],[],I live in the neightborhood and am a regular.
2457,['food'],['dinner menu'],The dinner menu is diverse and top-notch as well.
2458,['anecdotes/miscellaneous'],['CUISINE'],IT IS WHAT MODERN CUISINE IS ALL ABOUT.
2459,"['anecdotes/miscellaneous', 'price']",[],"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
2460,['anecdotes/miscellaneous'],[],I definitely will go back.
2461,['food'],['Indian food'],"I don't like Indian food too much and this was delicious, however you want to factor that into the equation."
2462,['food'],['dishes'],"at taj, vegetarians can rejoice-all the dishes are manna from heaven."
2463,['anecdotes/miscellaneous'],[],Finally!
2464,['ambience'],"['wait', 'noise', 'rush']","Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
2465,['anecdotes/miscellaneous'],[],"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot."
2466,['anecdotes/miscellaneous'],[],I've never been disappointed.
2467,['price'],['bill'],I won't go back unless someone else is footing the bill.
2468,['service'],['bagels'],"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking)."
2469,['anecdotes/miscellaneous'],[],"From the street it looks very hidden, and is actually an old warehouse."
2470,['ambience'],['spot'],Jimmy's is hands down the hottest night spot in the Bronx.
2471,['service'],"['service', 'delivery']",And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.
2472,['anecdotes/miscellaneous'],[],My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.
2473,['price'],['bill'],"The $300 bill was a bit steep, but the experience was great."
2474,['anecdotes/miscellaneous'],[],"I wouldn't mind going back some time, but not before trying others nearby."
2475,"['service', 'ambience']","['bar', 'bartender', 'service', 'ambiance']","Nice ambiance, nice little bar, good bartender, Francois, and good service."
2476,['anecdotes/miscellaneous'],[],I found this restaurant to be one that truly values its patrons.
2477,['food'],"['calamari', 'sauce', 'duck noodles']","The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
2478,['food'],['martinis'],I would definitely go back -- if only for some of those exotic martinis on the blackboard.
2479,['anecdotes/miscellaneous'],[],"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area."
2480,['food'],"['comfort food', 'portions']",Simple comfort food and what hot and lage portions.
2481,['anecdotes/miscellaneous'],[],But I just would like to say I read the reviews people left and thats why I checked it out.
2482,['food'],"['rolls', 'menu', 'avocado', 'rice']","Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
2483,['anecdotes/miscellaneous'],[],"I've eaten at Pizza Gruppo a few times, but more often I order delivery."
2484,['service'],"['drink refills', 'dessert']",We didn't get drink refills and she didn't even offer us the option of dessert.
2485,['anecdotes/miscellaneous'],[],Beautiful experience.
2486,['price'],"['bagels', 'priced']",The bagels are also reasonably priced for NYC.
2487,['anecdotes/miscellaneous'],"['business dinner', 'table']","If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
2488,['ambience'],['Decor'],Decor leaves something to be desired.
2489,['anecdotes/miscellaneous'],[],Jimmy is Dominican!
2490,['food'],['food'],"Also, specify if you like your food spicy- its rather bland if you don't."
2491,"['service', 'ambience', 'price', 'food']","['waiter', 'place', 'prices', 'food']","Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
2492,['anecdotes/miscellaneous'],['toppings'],Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)
2493,"['food', 'anecdotes/miscellaneous', 'price']","['place', 'Meal', 'LOBSTER TAILS']","When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
2494,['service'],"['espresso cup filled with chocolate mousse', 'desserts']","in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse."
2495,['food'],"['Pho', 'Lemon grass chicken', 'Beef Cube on rice']","I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
2496,['ambience'],['portraits'],"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained."
2497,['food'],"['food', 'appitizers', 'main course', 'desserts']","The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
2498,['anecdotes/miscellaneous'],[],The neighborhood was nice though so check out another restaurant instead.
2499,['food'],"['fish', 'curry sauce']",My fish was delicious in an incredible curry sauce.
2500,['anecdotes/miscellaneous'],['deli'],If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.
2501,['food'],['pork buns'],"Even upon delivery, their juicy pork buns are quite good . ."
2502,['anecdotes/miscellaneous'],[],This is also where I was from.
2503,['anecdotes/miscellaneous'],[],Everything is for sale in here including the sculptured iron statue on the table.
2504,"['food', 'service']","['Thai food', 'delivery']","Average to good Thai food, but terrible delivery."
